Name,Team,Year,Games Plyd,Rush,Rush Yards,Rush TD,Target,Catch,Catch yards,Catch TD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards | Armanti,CAR,2012,16,,,,9,5,121,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards | Braylon,CLE,2005,10,,,,58,32,512,3,,,,,,,,,,,,,,,,,,,,,,,,
Edwards | Braylon,CLE,2006,16,4,12,,130,60,879,6,,,,,,,,,,,,,,,,,,,,,,,,
Edwards | Braylon,CLE,2007,16,,,,153,80,1289,16,,,,,,,,,,,,,,,,,,,,,,,,
Edwards | Braylon,CLE,2008,16,,,,138,55,873,3,,,,,,,,,,,,,,,,,,,,,,,,
Edwards | Braylon,CLE,2009,16,,,,94,45,680,4,,,,,,,,,,,,,,,,,,,,,,,,
Edwards | Braylon,NYJ,2010,16,1,4,,101,53,904,7,,,,,,,,,,,,,,,,,,,,,,,,
Edwards | Braylon,SEA,2012,13,,,,35,18,199,1,,,,,,,,,,,,,,,,,,,,,,,,
Edwards | Braylon,SFO,2011,9,,,,36,15,181,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards | Troy,DET,2005,1,,,,3,2,15,,,,,,,,,,,,,,,,,,,,,,,,,
Edwards | Troy,JAX,2004,16,2,2,,79,50,533,1,,,,,,,,,,,,,,,,,,,,,,,,
Elliott | Kevin,JAC,2012,13,,,,31,10,108,,,,,,,,,,,,,,,,,,,,,,,,,
Ellis | Devale,DET,2006,4,2,3,,7,4,41,,,,,,,,,,,,,,,,,,,,,,,,,
Engram | Bobby,KC,2009,5,,,,10,5,61,,,,,,,,,,,,,,,,,,,,,,,,,
Engram | Bobby,SEA,2004,13,,,,57,36,499,2,,,,,,,,,,,,,,,,,,,,,,,,
Engram | Bobby,SEA,2005,13,,,,98,67,774,3,,,,,,,,,,,,,,,,,,,,,,,,
Engram | Bobby,SEA,2006,6,,,,33,24,290,1,,,,,,,,,,,,,,,,,,,,,,,,
Engram | Bobby,SEA,2007,16,,,,134,94,1147,6,,,,,,,,,,,,,,,,,,,,,,,,
Engram | Bobby,SEA,2008,13,,,,80,47,489,,,,,,,,,,,,,,,,,,,,,,,,,
Evans | Lee,BAL,2011,9,,,,26,4,74,,,,,,,,,,,,,,,,,,,,,,,,,
Evans | Lee,BUF,2004,16,5,85,,72,48,843,9,,,,,,,,,,,,,,,,,,,,,,,,
Evans | Lee,BUF,2005,16,4,38,,94,49,743,7,,,,,,,,,,,,,,,,,,,,,,,,
Evans | Lee,BUF,2006,16,,,,137,82,1291,8,,,,,,,,,,,,,,,,,,,,,,,,
Evans | Lee,BUF,2007,16,,,,113,55,849,5,,,,,,,,,,,,,,,,,,,,,,,,
Evans | Lee,BUF,2008,16,1,22,,102,63,1017,3,,,,,,,,,,,,,,,,,,,,,,,,
Evans | Lee,BUF,2009,16,,,,95,44,612,7,,,,,,,,,,,,,,,,,,,,,,,,
Evans | Lee,BUF,2010,13,,,,83,37,578,4,,,,,,,,,,,,,,,,,,,,,,,,
Farris | Jimmy,WAS,2005,1,,,,1,1,18,,,,,,,,,,,,,,,,,,,,,,,,,
Ferguson | Robert,GB,2004,13,,,,52,24,367,1,,,,,,,,,,,,,,,,,,,,,,,,
Ferguson | Robert,GB,2005,11,,,,56,27,366,3,,,,,,,,,,,,,,,,,,,,,,,,
Ferguson | Robert,GB,2006,3,,,,13,5,31,1,,,,,,,,,,,,,,,,,,,,,,,,
Ferguson | Robert,MIN,2007,15,,,,62,32,391,1,,,,,,,,,,,,,,,,,,,,,,,,
Ferguson | Robert,MIN,2008,8,,,,5,3,25,,,,,,,,,,,,,,,,,,,,,,,,,
Figurs | Yamon,BAL,2007,14,1,,,3,1,36,,,,,,,,,,,,,,,,,,,,,,,,,
Figurs | Yamon,BAL,2008,12,,,,5,1,43,1,,,,,,,,,,,,,,,,,,,,,,,,
Figurs | Yamon,DET,2009,6,1,-2,,2,1,7,,,,,,,,,,,,,,,,,,,,,,,,,
Figurs | Yamon,OAK,2010,2,1,-4,,2,2,17,,,,,,,,,,,,,,,,,,,,,,,,,
Finneran | Brian,ATL,2004,11,,,,33,23,258,2,,,,,,,,,,,,,,,,,,,,,,,,
Finneran | Brian,ATL,2005,16,,,,85,50,611,2,,,,,,,,,,,,,,,,,,,,,,,,
Finneran | Brian,ATL,2008,16,,,,36,21,169,1,,,,,,,,,,,,,,,,,,,,,,,,
Finneran | Brian,ATL,2009,10,,,,16,11,111,,,,,,,,,,,,,,,,,,,,,,,,,
Finneran | Brian,ATL,2010,16,,,,31,19,166,3,,,,,,,,,,,,,,,,,,,,,,,,
Fitzgerald | Larry,ARI,2004,16,8,14,,112,58,780,8,,,,,,,,,,,,,,,,,,,,,,,,
Fitzgerald | Larry,ARI,2005,16,8,41,,160,103,1409,10,,,,,,,,,,,,,,,,,,,,,,,,
Fitzgerald | Larry,ARI,2006,13,1,5,,112,68,941,6,,,,,,,,,,,,,,,,,,,,,,,,
Fitzgerald | Larry,ARI,2007,15,,,,166,100,1409,10,,,,,,,,,,,,,,,,,,,,,,,,
Fitzgerald | Larry,ARI,2008,16,,,,154,96,1431,12,,,,,,,,,,,,,,,,,,,,,,,,
Fitzgerald | Larry,ARI,2009,16,,,,153,97,1092,13,,,,,,,,,,,,,,,,,,,,,,,,
Fitzgerald | Larry,ARI,2010,16,,,,173,90,1137,6,,,,,,,,,,,,,,,,,,,,,,,,
Fitzgerald | Larry,ARI,2011,16,,,,154,80,1411,8,,,,,,,,,,,,,,,,,,,,,,,,
Fitzgerald | Larry,ARI,2012,16,,,,156,71,798,4,,,,,,,,,,,,,,,,,,,,,,,,
Floyd | Malcolm,SD,2004,2,,,,9,3,49,1,,,,,,,,,,,,,,,,,,,,,,,,
Floyd | Malcolm,SD,2006,11,,,,33,15,210,3,,,,,,,,,,,,,,,,,,,,,,,,
Floyd | Malcolm,SD,2007,6,,,,13,7,97,,,,,,,,,,,,,,,,,,,,,,,,,
Floyd | Malcolm,SD,2008,13,,,,37,27,465,4,,,,,,,,,,,,,,,,,,,,,,,,
Floyd | Malcolm,SD,2009,16,,,,76,45,776,1,,,,,,,,,,,,,,,,,,,,,,,,
Floyd | Malcolm,SD,2010,11,,,,77,37,717,6,,,,,,,,,,,,,,,,,,,,,,,,
Floyd | Malcolm,SDC,2011,12,,,,70,43,856,5,,,,,,,,,,,,,,,,,,,,,,,,
Floyd | Malcolm,SDC,2012,14,,,,85,56,814,5,,,,,,,,,,,,,,,,,,,,,,,,
Floyd | Michael,ARI,2012,16,,,,86,45,562,2,,,,,,,,,,,,,,,,,,,,,,,,
Ford | Jacoby,OAK,2010,16,10,155,2,54,25,470,2,,,,,,,,,,,,,,,,,,,,,,,,
Ford | Jacoby,OAK,2011,8,4,31,,33,19,279,1,,,,,,,,,,,,,,,,,,,,,,,,
Fowler | Eric,DET,2009,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francies | Chris,GB,2006,3,,,,3,2,16,,,,,,,,,,,,,,,,,,,,,,,,,
Francis | Carlos,OAK,2004,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franklin | Will,KC,2008,13,,,,17,7,83,,,,,,,,,,,,,,,,,,,,,,,,,
Furrey | Mike,CLE,2009,16,,,,40,23,170,,,,,,,,,,,,,,,,,,,,,,,,,
Furrey | Mike,DET,2006,16,,,,149,98,1086,6,,,,,,,,,,,,,,,,,,,,,,,,
Furrey | Mike,DET,2007,16,,,,90,61,664,1,,,,,,,,,,,,,,,,,,,,,,,,
Furrey | Mike,DET,2008,9,,,,34,18,181,,,,,,,,,,,,,,,,,,,,,,,,,
Furrey | Mike,STL,2004,1,,,,3,1,8,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel | Doug,NE,2006,10,,,,49,25,344,3,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel | Doug,OAK,2004,16,2,7,,81,33,551,2,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel | Doug,OAK,2005,13,1,5,,76,37,554,3,,,,,,,,,,,,,,,,,,,,,,,,
Gabriel | Doug,OAK,2006,3,,,,7,5,84,,,,,,,,,,,,,,,,,,,,,,,,,
Gaffney | Jabar,DEN,2009,16,,,,87,54,732,2,,,,,,,,,,,,,,,,,,,,,,,,
Gaffney | Jabar,DEN,2010,16,,,,112,65,875,2,,,,,,,,,,,,,,,,,,,,,,,,
Gaffney | Jabar,HOU,2004,15,4,30,,68,41,632,2,,,,,,,,,,,,,,,,,,,,,,,,
Gaffney | Jabar,HOU,2005,15,4,13,,90,55,492,2,,,,,,,,,,,,,,,,,,,,,,,,
Gaffney | Jabar,MIA,2012,3,,,,10,4,68,,,,,,,,,,,,,,,,,,,,,,,,,
Gaffney | Jabar,NE,2006,7,,,,19,11,142,1,,,,,,,,,,,,,,,,,,,,,,,,
Gaffney | Jabar,NE,2007,16,,,,50,36,449,5,,,,,,,,,,,,,,,,,,,,,,,,
Gaffney | Jabar,NE,2008,16,,,,65,38,468,2,,,,,,,,,,,,,,,,,,,,,,,,
Gaffney | Jabar,WAS,2011,16,,,,115,68,947,5,,,,,,,,,,,,,,,,,,,,,,,,
Gage | Justin,CHI,2004,12,,,,30,12,156,,,,,,,,,,,,,,,,,,,,,,,,,
Gage | Justin,CHI,2005,14,,,,53,31,346,2,,,,,,,,,,,,,,,,,,,,,,,,
Gage | Justin,CHI,2006,2,,,,9,4,68,,,,,,,,,,,,,,,,,,,,,,,,,
Gage | Justin,TEN,2007,16,,,,85,55,750,2,,,,,,,,,,,,,,,,,,,,,,,,
Gage | Justin,TEN,2008,12,,,,74,34,651,6,,,,,,,,,,,,,,,,,,,,,,,,
Gage | Justin,TEN,2009,12,,,,67,28,383,3,,,,,,,,,,,,,,,,,,,,,,,,
Gage | Justin,TEN,2010,11,,,,43,20,266,1,,,,,,,,,,,,,,,,,,,,,,,,
Galloway | Joey,NE,2009,3,,,,19,7,67,,,,,,,,,,,,,,,,,,,,,,,,,
Galloway | Joey,TB,2004,10,2,19,,54,33,416,5,,,,,,,,,,,,,,,,,,,,,,,,
Galloway | Joey,TB,2005,16,2,4,,157,83,1287,10,,,,,,,,,,,,,,,,,,,,,,,,
Galloway | Joey,TB,2006,16,2,9,,136,62,1057,7,,,,,,,,,,,,,,,,,,,,,,,,
Galloway | Joey,TB,2007,15,1,1,,98,57,1014,6,,,,,,,,,,,,,,,,,,,,,,,,
Galloway | Joey,TB,2008,9,,,,28,13,138,,,,,,,,,,,,,,,,,,,,,,,,,
Galloway | Joey,WAS,2010,10,,,,38,12,173,,,,,,,,,,,,,,,,,,,,,,,,,
Garcon | Pierre,IND,2008,14,,,,4,4,23,,,,,,,,,,,,,,,,,,,,,,,,,
Garcon | Pierre,IND,2009,14,2,10,,92,47,765,4,,,,,,,,,,,,,,,,,,,,,,,,
Garcon | Pierre,IND,2010,14,2,6,,118,67,784,6,,,,,,,,,,,,,,,,,,,,,,,,
Garcon | Pierre,IND,2011,16,4,28,,134,70,947,6,,,,,,,,,,,,,,,,,,,,,,,,
Garcon | Pierre,WAS,2012,10,2,9,,67,44,633,4,,,,,,,,,,,,,,,,,,,,,,,,
Gardner | Rod,CAR,2005,8,,,,17,9,84,1,,,,,,,,,,,,,,,,,,,,,,,,
Gardner | Rod,GB,2005,2,,,,9,4,67,,,,,,,,,,,,,,,,,,,,,,,,,
Gardner | Rod,KC,2006,2,,,,8,2,17,,,,,,,,,,,,,,,,,,,,,,,,,
Gardner | Rod,WAS,2004,16,3,7,,107,51,650,5,,,,,,,,,,,,,,,,,,,,,,,,
Gardner | Talman,NO,2004,1,,,,1,1,23,,,,,,,,,,,,,,,,,,,,,,,,,
Gasperson | Michael,PHI,2007,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gates | Clyde,MIA,2011,15,1,4,,12,2,19,,,,,,,,,,,,,,,,,,,,,,,,,
Gates | Clyde,NYJ,2012,11,1,12,,35,16,224,,,,,,,,,,,,,,,,,,,,,,,,,
Gettis | David,CAR,2010,15,3,2,,67,37,508,3,,,,,,,,,,,,,,,,,,,,,,,,
Gibson | Brandon,PHI,2009,10,,,,69,34,348,1,,,,,,,,,,,,,,,,,,,,,,,,
Gibson | Brandon,STL,2010,14,3,28,,91,53,620,2,,,,,,,,,,,,,,,,,,,,,,,,
Gibson | Brandon,STL,2011,15,2,16,,71,36,431,1,,,,,,,,,,,,,,,,,,,,,,,,
Gibson | Brandon,STL,2012,16,,,,82,51,691,5,,,,,,,,,,,,,,,,,,,,,,,,
Giguere | Sam,IND,2009,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gilmore | Brian,MIA,2004,10,,,,31,15,206,1,,,,,,,,,,,,,,,,,,,,,,,,
Gilmore | Brian,MIA,2005,6,,,,20,5,105,1,,,,,,,,,,,,,,,,,,,,,,,,
Gilmore | Bryan,SF,2006,14,7,94,,32,8,150,1,,,,,,,,,,,,,,,,,,,,,,,,
Gilmore | Bryan,SF,2007,10,1,,,19,7,111,,,,,,,,,,,,,,,,,,,,,,,,,
Gilreath | David,PIT,2012,3,1,7,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Gilyard | Mardy,PHI,2012,8,,,,6,2,15,,,,,,,,,,,,,,,,,,,,,,,,,
Gilyard | Mardy,STL,2010,11,,,,16,6,63,,,,,,,,,,,,,,,,,,,,,,,,,
Ginn Jr. | Ted,MIA,2007,16,4,3,,71,34,420,2,,,,,,,,,,,,,,,,,,,,,,,,
Ginn Jr. | Ted,MIA,2008,16,5,73,2,93,56,790,2,,,,,,,,,,,,,,,,,,,,,,,,
Ginn Jr. | Ted,MIA,2009,16,7,48,,78,38,454,1,,,,,,,,,,,,,,,,,,,,,,,,
Ginn Jr. | Ted,SF,2010,13,2,11,,35,12,163,1,,,,,,,,,,,,,,,,,,,,,,,,
Ginn Jr. | Ted,SFO,2011,14,8,68,,33,19,220,,,,,,,,,,,,,,,,,,,,,,,,,
Ginn Jr. | Ted,SFO,2012,13,1,7,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
Givens | Chris,STL,2012,15,3,12,,80,42,698,3,,,,,,,,,,,,,,,,,,,,,,,,
Givens | David,NE,2004,15,,,,104,56,872,3,,,,,,,,,,,,,,,,,,,,,,,,
Givens | David,NE,2005,13,2,13,,96,59,738,2,,,,,,,,,,,,,,,,,,,,,,,,
Givens | David,TEN,2006,5,1,3,,20,8,104,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn | Terry,DAL,2004,6,1,-3,,37,24,400,2,,,,,,,,,,,,,,,,,,,,,,,,
Glenn | Terry,DAL,2005,16,2,-4,1,120,62,1136,7,,,,,,,,,,,,,,,,,,,,,,,,
Glenn | Terry,DAL,2006,15,3,11,,118,70,1047,6,,,,,,,,,,,,,,,,,,,,,,,,
Glenn | Terry,DAL,2007,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalez | Anthony,IND,2007,13,,,,52,37,576,3,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalez | Anthony,IND,2008,16,,,,79,57,664,4,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalez | Anthony,IND,2009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalez | Anthony,IND,2010,2,,,,9,5,67,,,,,,,,,,,,,,,,,,,,,,,,,
Gonzalez | Anthony,IND,2011,8,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Goodman | Richard,SD,2010,3,,,,2,1,25,,,,,,,,,,,,,,,,,,,,,,,,,
Goodman | Richard,SDC,2011,16,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Goodman | Richard,SDC,2012,7,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Gordon | Josh,CLE,2012,16,,,,95,50,805,5,,,,,,,,,,,,,,,,,,,,,,,,
Graham | T.J.,BUF,2012,15,1,5,,58,31,322,1,,,,,,,,,,,,,,,,,,,,,,,,
Green | A.J.,CIN,2011,15,5,53,,115,65,1057,7,,,,,,,,,,,,,,,,,,,,,,,,
Green | A.J.,CIN,2012,16,4,38,,164,97,1350,11,,,,,,,,,,,,,,,,,,,,,,,,
Green | Skyler,CIN,2007,7,1,1,,4,3,33,,,,,,,,,,,,,,,,,,,,,,,,,
Green | Skyler,NO,2008,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grisham | Tyler,PIT,2009,4,,,,2,1,14,,,,,,,,,,,,,,,,,,,,,,,,,
Hackett | D.J.,CAR,2008,9,,,,28,13,181,,,,,,,,,,,,,,,,,,,,,,,,,
Hackett | D.J.,SEA,2005,9,,,,41,28,400,2,,,,,,,,,,,,,,,,,,,,,,,,
Hackett | D.J.,SEA,2006,13,,,,68,45,610,4,,,,,,,,,,,,,,,,,,,,,,,,
Hackett | D.J.,SEA,2007,6,,,,47,32,384,3,,,,,,,,,,,,,,,,,,,,,,,,
Hagan | Derek,MIA,2006,11,,,,35,21,221,1,,,,,,,,,,,,,,,,,,,,,,,,
Hagan | Derek,MIA,2007,16,,,,58,29,373,2,,,,,,,,,,,,,,,,,,,,,,,,
Hagan | Derek,MIA,2008,4,,,,6,3,51,,,,,,,,,,,,,,,,,,,,,,,,,
Hagan | Derek,NYG,2009,16,,,,8,8,101,1,,,,,,,,,,,,,,,,,,,,,,,,
Hagan | Derek,NYG,2010,7,,,,43,24,223,1,,,,,,,,,,,,,,,,,,,,,,,,
Hagan | Derek,OAK,2011,10,,,,42,24,252,1,,,,,,,,,,,,,,,,,,,,,,,,
Hagan | Derek,OAK,2012,14,,,,36,20,259,,,,,,,,,,,,,,,,,,,,,,,,,
Hagans | Marques,KC,2008,2,1,2,,2,1,7,,,,,,,,,,,,,,,,,,,,,,,,,
Hagans | Marques,STL,2007,4,2,,,15,8,101,,,,,,,,,,,,,,,,,,,,,,,,,
Hagen | Derek,MIA,2006,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hakim | Az-zahir,DET,2004,8,1,0,,54,29,479,3,,,,,,,,,,,,,,,,,,,,,,,,
Hakim | Az-zahir,DET,2006,5,1,1,,27,17,147,,,,,,,,,,,,,,,,,,,,,,,,,
Hakim | Az-zahir,NO,2005,10,,,,56,34,489,2,,,,,,,,,,,,,,,,,,,,,,,,
Hall | Chad,PHI,2010,8,9,29,,18,11,115,1,,,,,,,,,,,,,,,,,,,,,,,,
Hall | Chad,PHI,2011,7,3,13,,9,3,20,1,,,,,,,,,,,,,,,,,,,,,,,,
Hall | Dante,KC,2004,13,8,56,,39,25,230,,,,,,,,,,,,,,,,,,,,,,,,,
Hall | Dante,KC,2005,16,7,11,,54,34,436,3,,,,,,,,,,,,,,,,,,,,,,,,
Hall | Dante,KC,2006,15,3,11,,41,26,204,2,,,,,,,,,,,,,,,,,,,,,,,,
Hall | Dante,STL,2007,7,3,18,,12,5,27,,,,,,,,,,,,,,,,,,,,,,,,,
Hall | Dante,STL,2008,8,4,9,,18,12,105,,,,,,,,,,,,,,,,,,,,,,,,,
Hall | Roy,IND,2008,4,,,,4,1,9,,,,,,,,,,,,,,,,,,,,,,,,,
Hankerson | Leonard,WAS,2011,4,,,,19,13,163,,,,,,,,,,,,,,,,,,,,,,,,,
Hankerson | Leonard,WAS,2012,16,2,5,,57,38,543,3,,,,,,,,,,,,,,,,,,,,,,,,
Hankton | Cortez,JAX,2004,5,,,,10,9,81,2,,,,,,,,,,,,,,,,,,,,,,,,
Hankton | Cortez,JAX,2005,1,,,,5,3,15,,,,,,,,,,,,,,,,,,,,,,,,,
Hankton | Cortez,JAX,2006,8,,,,11,5,48,,,,,,,,,,,,,,,,,,,,,,,,,
Hankton | Karl,CAR,2004,2,,,,3,2,25,,,,,,,,,,,,,,,,,,,,,,,,,
Hankton | Karl,CAR,2005,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hankton | Karl,CAR,2006,2,,,,3,3,31,,,,,,,,,,,,,,,,,,,,,,,,,
Hardy | James,BUF,2008,14,,,,24,9,87,2,,,,,,,,,,,,,,,,,,,,,,,,
Hardy | James,BUF,2009,2,,,,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,
Harper | Justin,BAL,2009,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harris | Dwayne,DAL,2012,16,,,,31,17,222,1,,,,,,,,,,,,,,,,,,,,,,,,
Harrison | Marvin,IND,2004,16,,,,146,86,1113,15,,,,,,,,,,,,,,,,,,,,,,,,
Harrison | Marvin,IND,2005,15,,,,130,82,1146,12,,,,,,,,,,,,,,,,,,,,,,,,
Harrison | Marvin,IND,2006,16,,,,150,95,1366,12,,,,,,,,,,,,,,,,,,,,,,,,
Harrison | Marvin,IND,2007,5,,,,32,20,247,1,,,,,,,,,,,,,,,,,,,,,,,,
Harrison | Marvin,IND,2008,15,,,,107,60,636,5,,,,,,,,,,,,,,,,,,,,,,,,
Hartline | Brian,MIA,2009,16,4,29,1,56,31,506,3,,,,,,,,,,,,,,,,,,,,,,,,
Hartline | Brian,MIA,2010,12,2,27,,73,43,615,1,,,,,,,,,,,,,,,,,,,,,,,,
Hartline | Brian,MIA,2011,16,1,9,,66,35,549,1,,,,,,,,,,,,,,,,,,,,,,,,
Hartline | Brian,MIA,2012,16,,,,131,74,1083,1,,,,,,,,,,,,,,,,,,,,,,,,
Harvin | Percy,MIN,2009,15,15,135,,91,60,790,6,,,,,,,,,,,,,,,,,,,,,,,,
Harvin | Percy,MIN,2010,14,18,107,1,109,71,868,5,,,,,,,,,,,,,,,,,,,,,,,,
Harvin | Percy,MIN,2011,16,52,345,2,120,87,967,6,,,,,,,,,,,,,,,,,,,,,,,,
Harvin | Percy,MIN,2012,9,22,96,1,85,62,677,3,,,,,,,,,,,,,,,,,,,,,,,,
Hass | Mike,SEA,2009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hastings | Joe,SFO,2011,1,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Hawkins | Andrew,CIN,2011,13,5,25,,34,23,263,,,,,,,,,,,,,,,,,,,,,,,,,
Hawkins | Andrew,CIN,2012,14,6,30,,80,51,533,4,,,,,,,,,,,,,,,,,,,,,,,,
Hawkins | Lavelle,TEN,2008,13,,,,12,7,68,,,,,,,,,,,,,,,,,,,,,,,,,
Hawkins | Lavelle,TEN,2009,10,,,,14,7,110,,,,,,,,,,,,,,,,,,,,,,,,,
Hawkins | Lavelle,TEN,2010,6,,,,6,5,61,,,,,,,,,,,,,,,,,,,,,,,,,
Hawkins | Lavelle,TEN,2011,16,,,,77,47,470,1,,,,,,,,,,,,,,,,,,,,,,,,
Hawkins | Lavelle,TEN,2012,7,,,,11,5,62,,,,,,,,,,,,,,,,,,,,,,,,,
Henderson | Devery,NO,2005,13,1,9,,50,22,343,3,,,,,,,,,,,,,,,,,,,,,,,,
Henderson | Devery,NO,2006,12,2,14,1,54,32,745,5,,,,,,,,,,,,,,,,,,,,,,,,
Henderson | Devery,NO,2007,16,2,20,,42,20,409,3,,,,,,,,,,,,,,,,,,,,,,,,
Henderson | Devery,NO,2008,16,4,33,,57,32,793,3,,,,,,,,,,,,,,,,,,,,,,,,
Henderson | Devery,NO,2009,16,4,13,,83,51,804,2,,,,,,,,,,,,,,,,,,,,,,,,
Henderson | Devery,NO,2010,16,3,8,,59,34,464,1,,,,,,,,,,,,,,,,,,,,,,,,
Henderson | Devery,NOS,2011,16,1,9,,50,32,503,2,,,,,,,,,,,,,,,,,,,,,,,,
Henderson | Devery,NOS,2012,15,1,13,,47,22,316,1,,,,,,,,,,,,,,,,,,,,,,,,
Henry | Chris,CIN,2005,13,,,,51,31,422,6,,,,,,,,,,,,,,,,,,,,,,,,
Henry | Chris,CIN,2006,13,,,,77,37,616,9,,,,,,,,,,,,,,,,,,,,,,,,
Henry | Chris,CIN,2007,8,,,,38,21,343,2,,,,,,,,,,,,,,,,,,,,,,,,
Henry | Chris,CIN,2008,12,,,,46,19,220,2,,,,,,,,,,,,,,,,,,,,,,,,
Henry | Chris,CIN,2009,8,,,,23,12,236,2,,,,,,,,,,,,,,,,,,,,,,,,
Hester | Devin,CHI,2007,16,7,,,38,20,299,2,,,,,,,,,,,,,,,,,,,,,,,,
Hester | Devin,CHI,2008,15,6,61,,91,51,665,3,,,,,,,,,,,,,,,,,,,,,,,,
Hester | Devin,CHI,2009,13,6,-1,,91,57,757,3,,,,,,,,,,,,,,,,,,,,,,,,
Hester | Devin,CHI,2010,16,7,30,,73,40,475,4,,,,,,,,,,,,,,,,,,,,,,,,
Hester | Devin,CHI,2011,16,1,-6,,56,26,369,1,,,,,,,,,,,,,,,,,,,,,,,,
Hester | Devin,CHI,2012,15,3,6,,40,23,242,1,,,,,,,,,,,,,,,,,,,,,,,,
Heyward-Bey | Darrius,OAK,2009,11,2,19,,40,9,124,1,,,,,,,,,,,,,,,,,,,,,,,,
Heyward-Bey | Darrius,OAK,2010,15,4,48,,65,26,366,1,,,,,,,,,,,,,,,,,,,,,,,,
Heyward-Bey | Darrius,OAK,2011,15,,,,115,64,975,4,,,,,,,,,,,,,,,,,,,,,,,,
Heyward-Bey | Darrius,OAK,2012,15,2,16,,80,41,606,5,,,,,,,,,,,,,,,,,,,,,,,,
Higgins | Johnnie Lee,OAK,2007,16,2,3,,8,6,47,,,,,,,,,,,,,,,,,,,,,,,,,
Higgins | Johnnie Lee,OAK,2008,16,3,34,,42,22,366,4,,,,,,,,,,,,,,,,,,,,,,,,
Hill | Darrell,TEN,2004,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hill | Jason,JAC,2011,10,,,,55,25,367,3,,,,,,,,,,,,,,,,,,,,,,,,
Hill | Jason,NYJ,2012,3,,,,3,2,15,1,,,,,,,,,,,,,,,,,,,,,,,,
Hill | Jason,SF,2007,5,,,,2,1,6,,,,,,,,,,,,,,,,,,,,,,,,,
Hill | Jason,SF,2008,16,2,5,,40,30,317,2,,,,,,,,,,,,,,,,,,,,,,,,
Hill | Jason,SF,2009,11,,,,17,9,90,2,,,,,,,,,,,,,,,,,,,,,,,,
Hill | Jason,SF,2010,8,,,,21,11,248,1,,,,,,,,,,,,,,,,,,,,,,,,
Hill | Stephen,NYJ,2012,11,,,,47,21,252,3,,,,,,,,,,,,,,,,,,,,,,,,
Hilliard | Ike,NYG,2004,16,3,34,,82,49,437,,,,,,,,,,,,,,,,,,,,,,,,,
Hilliard | Ike,TB,2005,15,,,,53,35,282,1,,,,,,,,,,,,,,,,,,,,,,,,
Hilliard | Ike,TB,2006,16,,,,57,34,339,2,,,,,,,,,,,,,,,,,,,,,,,,
Hilliard | Ike,TB,2007,15,1,6,,87,62,722,1,,,,,,,,,,,,,,,,,,,,,,,,
Hilliard | Ike,TB,2008,16,1,,,58,47,424,4,,,,,,,,,,,,,,,,,,,,,,,,
Hilton | T.Y.,IND,2012,15,5,29,,90,50,861,7,,,,,,,,,,,,,,,,,,,,,,,,
Hixon | Domenik,NYG,2007,16,1,,,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,
Hixon | Domenik,NYG,2008,16,2,26,,72,43,596,2,,,,,,,,,,,,,,,,,,,,,,,,
Hixon | Domenik,NYG,2009,14,,,,28,15,187,1,,,,,,,,,,,,,,,,,,,,,,,,
Hixon | Domenik,NYG,2011,2,,,,6,4,50,1,,,,,,,,,,,,,,,,,,,,,,,,
Hixon | Domenik,NYG,2012,13,,,,59,39,567,2,,,,,,,,,,,,,,,,,,,,,,,,
Holiday | Carlyle,ARI,2006,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holiday | Carlyle,GB,2006,4,,,,15,9,126,,,,,,,,,,,,,,,,,,,,,,,,,
